name,count,years,F,recent_count,recent_count_per_k,count_per_k,phonetic,phonetic_relative_f,other_spellings
rafaël,7740,"[[1961, 5], [1963, 5], [1965, 5], [1969, 5], [1970, 5], [1971, 5], [1972, 5], [1973, 5], [1974, 5], [1977, 5], [1978, 5], [1979, 5], [1980, 5], [1981, 5], [1983, 5], [1984, 5], [1985, 5], [1986, 10], [1987, 5], [1988, 5], [1989, 5], [1990, 10], [1991, 5], [1992, 10], [1993, 5], [1994, 5], [1995, 5], [1996, 20], [1997, 20], [1998, 25], [1999, 5], [2000, 5], [2006, 10], [2007, 5], [2009, 5], [2010, 150], [2011, 405], [2012, 525], [2013, 535], [2014, 540], [2015, 570], [2016, 595], [2017, 620], [2018, 575], [2019, 570], [2020, 520], [2021, 505], [2022, 515], [2023, 470], [2024, 400]]",0.0006459948320413437,4770.0,0.9915881312929208,0.2282431762957371,/ʁa.fa.ɛl/,0.02799513587818547,"[{""name"": ""rafael"", ""relative_frequency"": 0.09416305382256529}, {""name"": ""rafa\u00ebl"", ""relative_frequency"": 0.04092206830918896}, {""name"": ""raphael"", ""relative_frequency"": 0.04610341545944803}, {""name"": ""rapha\u00ebl"", ""relative_frequency"": 0.7915036480913609}, {""name"": ""rapha\u00eblle"", ""relative_frequency"": 0.02730781431743682}]"
rahim,1305,"[[1966, 5], [1972, 5], [1974, 5], [1975, 5], [1976, 5], [1977, 5], [1979, 5], [1980, 5], [1981, 5], [1982, 5], [1983, 5], [1984, 5], [1985, 5], [1986, 5], [1988, 5], [1989, 5], [1990, 5], [1991, 5], [1992, 5], [1993, 5], [1994, 5], [1995, 10], [1996, 10], [1997, 10], [1998, 10], [1999, 15], [2000, 10], [2001, 20], [2002, 20], [2003, 20], [2004, 25], [2005, 25], [2006, 20], [2007, 25], [2008, 20], [2009, 15], [2010, 25], [2011, 30], [2012, 45], [2013, 35], [2014, 45], [2015, 55], [2016, 60], [2017, 60], [2018, 80], [2019, 85], [2020, 85], [2021, 80], [2022, 75], [2023, 95], [2024, 90]]",0.0,710.0,0.1475948790813362,0.03848286111963009,/ʁa.im/,0.0,"[{""name"": ""rahim"", ""relative_frequency"": 1.0}]"
rahma,2865,"[[1951, 5], [1953, 5], [1954, 10], [1955, 5], [1956, 10], [1957, 10], [1958, 15], [1959, 5], [1960, 10], [1961, 15], [1962, 15], [1963, 15], [1964, 20], [1965, 25], [1966, 25], [1967, 30], [1968, 35], [1969, 25], [1970, 25], [1971, 20], [1972, 30], [1973, 15], [1974, 20], [1975, 25], [1976, 20], [1977, 20], [1978, 20], [1979, 25], [1980, 10], [1981, 20], [1982, 30], [1983, 25], [1984, 25], [1985, 25], [1986, 15], [1987, 15], [1988, 30], [1989, 25], [1990, 30], [1991, 25], [1992, 30], [1993, 30], [1994, 25], [1995, 25], [1996, 25], [1997, 15], [1998, 35], [1999, 25], [2000, 40], [2001, 40], [2002, 35], [2003, 35], [2004, 45], [2005, 60], [2006, 70], [2007, 60], [2008, 75], [2009, 75], [2010, 105], [2011, 100], [2012, 80], [2013, 90], [2014, 75], [2015, 75], [2016, 90], [2017, 105], [2018, 115], [2019, 85], [2020, 75], [2021, 90], [2022, 75], [2023, 90], [2024, 95]]",1.0,820.0,0.17046169133337422,0.08448536176838331,/ʁa.ma/,1.0,"[{""name"": ""rahma"", ""relative_frequency"": 1.0}]"
rania,7610,"[[1952, 5], [1954, 5], [1956, 5], [1957, 5], [1958, 5], [1959, 10], [1960, 5], [1961, 10], [1962, 15], [1963, 25], [1964, 20], [1965, 20], [1966, 25], [1967, 35], [1968, 30], [1969, 25], [1970, 30], [1971, 35], [1972, 30], [1973, 25], [1974, 30], [1975, 25], [1976, 25], [1977, 15], [1978, 25], [1979, 35], [1980, 25], [1981, 35], [1982, 25], [1983, 25], [1984, 30], [1985, 25], [1986, 20], [1987, 20], [1988, 30], [1989, 25], [1990, 25], [1991, 35], [1992, 25], [1993, 35], [1994, 25], [1995, 20], [1996, 55], [1997, 50], [1998, 55], [1999, 110], [2000, 295], [2001, 255], [2002, 300], [2003, 325], [2004, 335], [2005, 415], [2006, 395], [2007, 355], [2008, 320], [2009, 285], [2010, 300], [2011, 315], [2012, 300], [2013, 235], [2014, 250], [2015, 265], [2016, 220], [2017, 210], [2018, 185], [2019, 160], [2020, 170], [2021, 140], [2022, 140], [2023, 130], [2024, 95]]",1.0,1450.0,0.3014261615041373,0.22440963457500768,/ʁa.nja/,1.0,"[{""name"": ""rania"", ""relative_frequency"": 1.0}]"
raphael,8720,"[[1974, 5], [1987, 5], [1989, 5], [1992, 5], [1996, 5], [2000, 5], [2004, 5], [2005, 5], [2006, 5], [2007, 5], [2008, 5], [2009, 5], [2010, 1540], [2011, 1610], [2012, 775], [2013, 435], [2014, 980], [2015, 900], [2016, 700], [2017, 455], [2018, 250], [2019, 205], [2020, 180], [2021, 175], [2022, 160], [2023, 150], [2024, 145]]",0.0,2420.0,0.5030698695448361,0.2571421831135436,/ʁa.fa.ɛl/,0.02799513587818547,"[{""name"": ""rafael"", ""relative_frequency"": 0.09416305382256529}, {""name"": ""rafa\u00ebl"", ""relative_frequency"": 0.04092206830918896}, {""name"": ""raphael"", ""relative_frequency"": 0.04610341545944803}, {""name"": ""rapha\u00ebl"", ""relative_frequency"": 0.7915036480913609}, {""name"": ""rapha\u00eblle"", ""relative_frequency"": 0.02730781431743682}]"
raphaël,149705,"[[1941, 145], [1942, 125], [1943, 125], [1944, 125], [1945, 110], [1946, 160], [1947, 145], [1948, 150], [1949, 170], [1950, 185], [1951, 195], [1952, 170], [1953, 195], [1954, 160], [1955, 195], [1956, 205], [1957, 220], [1958, 255], [1959, 290], [1960, 290], [1961, 340], [1962, 385], [1963, 440], [1964, 465], [1965, 545], [1966, 595], [1967, 820], [1968, 845], [1969, 1095], [1970, 1435], [1971, 1615], [1972, 1580], [1973, 1480], [1974, 2675], [1975, 2000], [1976, 1665], [1977, 1625], [1978, 1515], [1979, 1635], [1980, 1680], [1981, 1560], [1982, 1550], [1983, 1345], [1984, 1445], [1985, 1420], [1986, 1630], [1987, 1710], [1988, 1845], [1989, 1700], [1990, 1715], [1991, 1610], [1992, 1550], [1993, 1630], [1994, 1915], [1995, 1925], [1996, 2060], [1997, 2005], [1998, 1990], [1999, 1990], [2000, 2050], [2001, 1855], [2002, 1990], [2003, 2440], [2004, 3165], [2005, 3460], [2006, 4440], [2007, 4225], [2008, 4175], [2009, 4315], [2010, 2665], [2011, 2790], [2012, 3410], [2013, 3625], [2014, 3850], [2015, 4220], [2016, 4400], [2017, 4210], [2018, 4610], [2019, 4470], [2020, 3990], [2021, 3965], [2022, 3795], [2023, 3475], [2024, 3470]]",0.0008349754517217193,36385.0,7.563717852640026,4.4146181792446155,/ʁa.fa.ɛl/,0.02799513587818547,"[{""name"": ""rafael"", ""relative_frequency"": 0.09416305382256529}, {""name"": ""rafa\u00ebl"", ""relative_frequency"": 0.04092206830918896}, {""name"": ""raphael"", ""relative_frequency"": 0.04610341545944803}, {""name"": ""rapha\u00ebl"", ""relative_frequency"": 0.7915036480913609}, {""name"": ""rapha\u00eblle"", ""relative_frequency"": 0.02730781431743682}]"
raphaëlle,5165,"[[1956, 5], [1958, 5], [1963, 10], [1964, 5], [1965, 15], [1966, 5], [1967, 10], [1968, 15], [1969, 20], [1970, 30], [1971, 25], [1972, 40], [1973, 35], [1974, 25], [1975, 35], [1976, 25], [1977, 40], [1978, 45], [1979, 40], [1980, 45], [1981, 60], [1982, 55], [1983, 60], [1984, 80], [1985, 80], [1986, 85], [1987, 65], [1988, 50], [1989, 55], [1990, 40], [1991, 30], [1992, 30], [1993, 35], [1994, 25], [1995, 40], [1996, 65], [1997, 70], [1998, 70], [1999, 10], [2002, 5], [2003, 5], [2006, 5], [2008, 5], [2009, 5], [2010, 45], [2011, 130], [2012, 175], [2013, 185], [2014, 175], [2015, 225], [2016, 245], [2017, 260], [2018, 315], [2019, 300], [2020, 305], [2021, 320], [2022, 300], [2023, 360], [2024, 320]]",1.0,2725.0,0.566473303516396,0.15230956144282715,/ʁa.fa.ɛl/,0.02799513587818547,"[{""name"": ""rafael"", ""relative_frequency"": 0.09416305382256529}, {""name"": ""rafa\u00ebl"", ""relative_frequency"": 0.04092206830918896}, {""name"": ""raphael"", ""relative_frequency"": 0.04610341545944803}, {""name"": ""rapha\u00ebl"", ""relative_frequency"": 0.7915036480913609}, {""name"": ""rapha\u00eblle"", ""relative_frequency"": 0.02730781431743682}]"
rayan,44440,"[[1980, 5], [1981, 5], [1984, 5], [1985, 5], [1986, 5], [1987, 5], [1988, 5], [1989, 25], [1990, 40], [1991, 45], [1992, 60], [1993, 75], [1994, 110], [1995, 190], [1996, 365], [1997, 550], [1998, 645], [1999, 695], [2000, 835], [2001, 965], [2002, 1385], [2003, 1575], [2004, 1650], [2005, 1795], [2006, 2045], [2007, 1965], [2008, 2105], [2009, 2095], [2010, 2140], [2011, 2040], [2012, 2040], [2013, 2045], [2014, 1920], [2015, 2000], [2016, 1845], [2017, 1825], [2018, 1595], [2019, 1590], [2020, 1350], [2021, 1245], [2022, 1485], [2023, 1085], [2024, 985]]",0.0007875787578757876,13005.0,2.7034808485250386,1.3104814928401236,/ʁa.jan/,0.002857142857142857,"[{""name"": ""rayan"", ""relative_frequency"": 0.5771428571428572}, {""name"": ""rayane"", ""relative_frequency"": 0.16590909090909092}, {""name"": ""ryan"", ""relative_frequency"": 0.2569480519480519}]"
rayane,12775,"[[1989, 5], [1990, 10], [1991, 25], [1992, 65], [1993, 95], [1994, 135], [1995, 225], [1996, 345], [1997, 405], [1998, 380], [1999, 400], [2000, 410], [2001, 455], [2002, 530], [2003, 535], [2004, 600], [2005, 560], [2006, 665], [2007, 570], [2008, 510], [2009, 590], [2010, 545], [2011, 500], [2012, 515], [2013, 435], [2014, 390], [2015, 420], [2016, 355], [2017, 360], [2018, 280], [2019, 270], [2020, 235], [2021, 275], [2022, 265], [2023, 215], [2024, 200]]",0.014481409001956947,2455.0,0.5103456734432118,0.3767191960178348,/ʁa.jan/,0.002857142857142857,"[{""name"": ""rayan"", ""relative_frequency"": 0.5771428571428572}, {""name"": ""rayane"", ""relative_frequency"": 0.16590909090909092}, {""name"": ""ryan"", ""relative_frequency"": 0.2569480519480519}]"
rayhana,1020,"[[1990, 5], [1998, 5], [1999, 5], [2000, 5], [2001, 5], [2002, 10], [2003, 15], [2004, 15], [2005, 15], [2006, 25], [2007, 35], [2008, 40], [2009, 35], [2010, 35], [2011, 45], [2012, 65], [2013, 40], [2014, 45], [2015, 55], [2016, 45], [2017, 50], [2018, 60], [2019, 55], [2020, 65], [2021, 70], [2022, 60], [2023, 60], [2024, 55]]",1.0,520.0,0.10809765791872511,0.030078558116492488,/ʁɛ.a.na/,1.0,"[{""name"": ""rayhana"", ""relative_frequency"": 1.0}]"
razane,1185,"[[2001, 5], [2002, 10], [2003, 5], [2004, 10], [2005, 5], [2006, 20], [2007, 20], [2008, 25], [2009, 25], [2010, 25], [2011, 35], [2012, 25], [2013, 40], [2014, 50], [2015, 70], [2016, 90], [2017, 95], [2018, 130], [2019, 110], [2020, 85], [2021, 65], [2022, 75], [2023, 75], [2024, 90]]",1.0,815.0,0.1694222907764634,0.03494420722357215,/ʁa.zan/,1.0,"[{""name"": ""razane"", ""relative_frequency"": 1.0}]"
rebecca,12870,"[[1949, 10], [1950, 5], [1951, 5], [1952, 10], [1953, 10], [1954, 15], [1955, 25], [1956, 30], [1957, 30], [1958, 40], [1959, 40], [1960, 40], [1961, 40], [1962, 35], [1963, 35], [1964, 45], [1965, 40], [1966, 60], [1967, 70], [1968, 105], [1969, 75], [1970, 95], [1971, 90], [1972, 130], [1973, 170], [1974, 160], [1975, 160], [1976, 170], [1977, 205], [1978, 170], [1979, 200], [1980, 210], [1981, 335], [1982, 325], [1983, 350], [1984, 360], [1985, 315], [1986, 350], [1987, 305], [1988, 330], [1989, 340], [1990, 290], [1991, 305], [1992, 330], [1993, 335], [1994, 370], [1995, 385], [1996, 300], [1997, 275], [1998, 320], [1999, 295], [2000, 305], [2001, 275], [2002, 250], [2003, 230], [2004, 245], [2005, 220], [2006, 220], [2007, 190], [2008, 190], [2009, 190], [2010, 155], [2011, 135], [2012, 140], [2013, 125], [2014, 110], [2015, 125], [2016, 130], [2017, 115], [2018, 120], [2019, 130], [2020, 120], [2021, 95], [2022, 120], [2023, 110], [2024, 85]]",1.0,1025.0,0.21307711416671776,0.379520630352214,/ʁe.be.ka/,1.0,"[{""name"": ""rebecca"", ""relative_frequency"": 1.0}]"
reda,5410,"[[1949, 5], [1950, 5], [1954, 5], [1955, 5], [1956, 5], [1957, 5], [1958, 5], [1960, 5], [1961, 5], [1962, 5], [1963, 5], [1964, 10], [1965, 10], [1966, 10], [1967, 15], [1968, 10], [1969, 10], [1970, 15], [1971, 15], [1972, 10], [1973, 20], [1974, 25], [1975, 15], [1976, 30], [1977, 30], [1978, 35], [1979, 40], [1980, 45], [1981, 55], [1982, 60], [1983, 60], [1984, 70], [1985, 55], [1986, 55], [1987, 55], [1988, 85], [1989, 95], [1990, 90], [1991, 100], [1992, 95], [1993, 100], [1994, 120], [1995, 130], [1996, 110], [1997, 110], [1998, 145], [1999, 165], [2000, 170], [2001, 170], [2002, 185], [2003, 175], [2004, 190], [2005, 190], [2006, 210], [2007, 195], [2008, 215], [2009, 230], [2010, 205], [2011, 145], [2012, 105], [2013, 115], [2014, 100], [2015, 110], [2016, 75], [2017, 85], [2018, 70], [2019, 70], [2020, 65], [2021, 50], [2022, 45], [2023, 35], [2024, 50]]",0.0,545.0,0.1132946607032792,0.15953431314727878,/ʁe.da/,0.0,"[{""name"": ""reda"", ""relative_frequency"": 1.0}]"
riley,1385,"[[1992, 5], [2000, 5], [2001, 5], [2002, 5], [2003, 10], [2004, 5], [2005, 5], [2006, 10], [2007, 10], [2008, 20], [2009, 25], [2010, 30], [2011, 45], [2012, 40], [2013, 40], [2014, 80], [2015, 70], [2016, 100], [2017, 95], [2018, 105], [2019, 115], [2020, 105], [2021, 120], [2022, 120], [2023, 110], [2024, 105]]",0.2851985559566787,975.0,0.20268310859760957,0.04084196371700205,/ʁaj.li/,0.2851985559566787,"[{""name"": ""riley"", ""relative_frequency"": 1.0}]"
rim,2205,"[[1969, 5], [1970, 5], [1971, 5], [1972, 5], [1973, 5], [1974, 25], [1975, 15], [1976, 25], [1977, 15], [1978, 25], [1979, 25], [1980, 30], [1981, 30], [1982, 35], [1983, 35], [1984, 30], [1985, 35], [1986, 25], [1987, 20], [1988, 20], [1989, 20], [1990, 25], [1991, 20], [1992, 30], [1993, 30], [1994, 25], [1995, 25], [1996, 20], [1997, 25], [1998, 30], [1999, 35], [2000, 35], [2001, 25], [2002, 40], [2003, 30], [2004, 35], [2005, 30], [2006, 45], [2007, 35], [2008, 50], [2009, 65], [2010, 60], [2011, 75], [2012, 65], [2013, 65], [2014, 70], [2015, 80], [2016, 95], [2017, 70], [2018, 80], [2019, 90], [2020, 75], [2021, 70], [2022, 80], [2023, 60], [2024, 80]]",1.0,700.0,0.14551607796751456,0.06502276534006464,/ʁim/,1.0,"[{""name"": ""rim"", ""relative_frequency"": 0.4527720739219713}, {""name"": ""rym"", ""relative_frequency"": 0.5472279260780287}]"
rita,7110,"[[1941, 65], [1942, 65], [1943, 55], [1944, 60], [1945, 65], [1946, 45], [1947, 80], [1948, 80], [1949, 90], [1950, 110], [1951, 135], [1952, 145], [1953, 160], [1954, 140], [1955, 130], [1956, 145], [1957, 150], [1958, 165], [1959, 150], [1960, 140], [1961, 185], [1962, 155], [1963, 160], [1964, 160], [1965, 140], [1966, 115], [1967, 130], [1968, 95], [1969, 95], [1970, 75], [1971, 85], [1972, 65], [1973, 60], [1974, 40], [1975, 50], [1976, 50], [1977, 40], [1978, 35], [1979, 35], [1980, 30], [1981, 25], [1982, 35], [1983, 40], [1984, 30], [1985, 30], [1986, 30], [1987, 40], [1988, 25], [1989, 25], [1990, 35], [1991, 40], [1992, 30], [1993, 30], [1994, 30], [1995, 25], [1996, 30], [1997, 45], [1998, 35], [1999, 45], [2000, 50], [2001, 45], [2002, 45], [2003, 50], [2004, 40], [2005, 55], [2006, 75], [2007, 55], [2008, 60], [2009, 70], [2010, 70], [2011, 95], [2012, 80], [2013, 115], [2014, 110], [2015, 125], [2016, 135], [2017, 135], [2018, 150], [2019, 130], [2020, 145], [2021, 165], [2022, 155], [2023, 160], [2024, 195]]",1.0,1370.0,0.28479575259356427,0.2096652433414329,/ʁi.ta/,1.0,"[{""name"": ""rita"", ""relative_frequency"": 1.0}]"
ritaj,720,"[[2008, 5], [2010, 5], [2011, 5], [2012, 15], [2013, 25], [2014, 55], [2015, 80], [2016, 95], [2017, 80], [2018, 75], [2019, 65], [2020, 55], [2021, 45], [2022, 45], [2023, 35], [2024, 35]]",1.0,530.0,0.11017645903254675,0.021231923376347637,/ʁi.taʒ/,1.0,"[{""name"": ""ritaj"", ""relative_frequency"": 1.0}]"
riyad,3675,"[[1973, 5], [1974, 5], [1976, 5], [1978, 5], [1979, 10], [1980, 5], [1981, 5], [1982, 5], [1983, 5], [1984, 10], [1985, 10], [1986, 5], [1987, 15], [1988, 10], [1989, 5], [1990, 10], [1991, 25], [1992, 15], [1993, 15], [1994, 25], [1995, 35], [1996, 35], [1997, 30], [1998, 45], [1999, 45], [2000, 75], [2001, 80], [2002, 110], [2003, 105], [2004, 120], [2005, 160], [2006, 110], [2007, 125], [2008, 125], [2009, 145], [2010, 155], [2011, 125], [2012, 140], [2013, 120], [2014, 120], [2015, 110], [2016, 180], [2017, 140], [2018, 130], [2019, 155], [2020, 145], [2021, 185], [2022, 175], [2023, 120], [2024, 135]]",0.0,1365.0,0.28375635203665345,0.1083712755667744,/ʁi.jad/,0.0,"[{""name"": ""riyad"", ""relative_frequency"": 1.0}]"
robin,58595,"[[1945, 5], [1946, 5], [1947, 5], [1948, 5], [1949, 10], [1950, 5], [1951, 5], [1952, 10], [1953, 15], [1954, 25], [1955, 25], [1956, 30], [1957, 45], [1958, 30], [1959, 65], [1960, 45], [1961, 60], [1962, 55], [1963, 65], [1964, 50], [1965, 70], [1966, 55], [1967, 50], [1968, 55], [1969, 55], [1970, 75], [1971, 75], [1972, 70], [1973, 95], [1974, 65], [1975, 70], [1976, 115], [1977, 110], [1978, 105], [1979, 120], [1980, 135], [1981, 135], [1982, 155], [1983, 170], [1984, 220], [1985, 275], [1986, 380], [1987, 510], [1988, 580], [1989, 870], [1990, 935], [1991, 1150], [1992, 1585], [1993, 1610], [1994, 1700], [1995, 1890], [1996, 1740], [1997, 1565], [1998, 1380], [1999, 1510], [2000, 1255], [2001, 1275], [2002, 1285], [2003, 1280], [2004, 1360], [2005, 1380], [2006, 1375], [2007, 1335], [2008, 1275], [2009, 1295], [2010, 1480], [2011, 1980], [2012, 1870], [2013, 2030], [2014, 1970], [2015, 1865], [2016, 1805], [2017, 1815], [2018, 1820], [2019, 1675], [2020, 1635], [2021, 1660], [2022, 1395], [2023, 1180], [2024, 1060]]",0.0018772932844099326,14045.0,2.919676164362489,1.7278952086626247,/ʁɔ.bɛ̃/,0.0018772932844099326,"[{""name"": ""robin"", ""relative_frequency"": 1.0}]"
romain,189005,"[[1941, 45], [1942, 50], [1943, 40], [1944, 55], [1945, 75], [1946, 85], [1947, 95], [1948, 85], [1949, 105], [1950, 110], [1951, 100], [1952, 85], [1953, 85], [1954, 75], [1955, 80], [1956, 80], [1957, 90], [1958, 105], [1959, 120], [1960, 100], [1961, 125], [1962, 110], [1963, 125], [1964, 130], [1965, 90], [1966, 125], [1967, 170], [1968, 255], [1969, 315], [1970, 380], [1971, 445], [1972, 610], [1973, 760], [1974, 920], [1975, 1025], [1976, 1220], [1977, 1665], [1978, 2090], [1979, 2190], [1980, 3500], [1981, 4595], [1982, 5585], [1983, 6275], [1984, 6665], [1985, 7815], [1986, 8025], [1987, 9630], [1988, 9400], [1989, 9085], [1990, 7530], [1991, 7570], [1992, 6515], [1993, 6015], [1994, 6185], [1995, 5515], [1996, 5525], [1997, 5475], [1998, 5235], [1999, 4595], [2000, 4560], [2001, 3945], [2002, 4505], [2003, 4540], [2004, 4290], [2005, 3560], [2006, 2840], [2007, 2450], [2008, 2105], [2009, 1850], [2010, 1750], [2011, 1445], [2012, 1170], [2013, 950], [2014, 770], [2015, 685], [2016, 530], [2017, 440], [2018, 355], [2019, 245], [2020, 230], [2021, 205], [2022, 170], [2023, 140], [2024, 125]]",5.2908653210232536e-05,2440.0,0.5072274717724794,5.57352733020359,/ʁɔ.mɛ̃/,5.2908653210232536e-05,"[{""name"": ""romain"", ""relative_frequency"": 1.0}]"
roman,9300,"[[1941, 10], [1942, 10], [1943, 5], [1944, 15], [1945, 5], [1946, 15], [1947, 10], [1948, 20], [1949, 10], [1950, 15], [1951, 20], [1952, 5], [1953, 5], [1954, 10], [1955, 5], [1956, 5], [1957, 5], [1958, 10], [1959, 5], [1960, 5], [1961, 5], [1962, 10], [1963, 5], [1964, 5], [1965, 5], [1966, 10], [1967, 10], [1968, 10], [1969, 10], [1970, 15], [1971, 10], [1972, 10], [1973, 15], [1974, 20], [1975, 15], [1976, 20], [1977, 15], [1978, 15], [1979, 20], [1980, 30], [1981, 25], [1982, 35], [1983, 40], [1984, 45], [1985, 55], [1986, 60], [1987, 100], [1988, 95], [1989, 75], [1990, 130], [1991, 110], [1992, 110], [1993, 175], [1994, 185], [1995, 175], [1996, 190], [1997, 235], [1998, 235], [1999, 180], [2000, 180], [2001, 215], [2002, 230], [2003, 325], [2004, 415], [2005, 380], [2006, 390], [2007, 355], [2008, 360], [2009, 385], [2010, 325], [2011, 295], [2012, 245], [2013, 250], [2014, 240], [2015, 205], [2016, 235], [2017, 220], [2018, 195], [2019, 180], [2020, 195], [2021, 190], [2022, 200], [2023, 185], [2024, 205]]",0.0005376344086021505,1805.0,0.37522360104480545,0.2742456769444903,/ʁɔ.mɑ̃/,0.0005376344086021505,"[{""name"": ""roman"", ""relative_frequency"": 1.0}]"
romane,64765,"[[1961, 5], [1967, 5], [1970, 5], [1971, 5], [1972, 5], [1973, 5], [1974, 10], [1975, 5], [1976, 10], [1977, 5], [1978, 10], [1979, 10], [1980, 10], [1982, 10], [1983, 10], [1984, 10], [1985, 10], [1986, 10], [1987, 25], [1988, 20], [1989, 15], [1990, 35], [1991, 55], [1992, 165], [1993, 785], [1994, 1230], [1995, 1055], [1996, 1255], [1997, 1695], [1998, 1780], [1999, 1790], [2000, 2015], [2001, 1975], [2002, 2210], [2003, 2365], [2004, 2640], [2005, 2985], [2006, 2955], [2007, 3205], [2008, 2865], [2009, 2925], [2010, 2735], [2011, 2775], [2012, 2450], [2013, 2245], [2014, 2095], [2015, 2045], [2016, 2020], [2017, 1870], [2018, 1740], [2019, 1705], [2020, 1520], [2021, 1460], [2022, 1485], [2023, 1245], [2024, 1190]]",0.9954450706400062,14235.0,2.9591733855251,1.9098409964849372,/ʁɔ.man/,0.9954450706400062,"[{""name"": ""romane"", ""relative_frequency"": 1.0}]"
romeo,1350,"[[2010, 145], [2011, 155], [2012, 115], [2013, 70], [2014, 105], [2015, 110], [2016, 105], [2017, 70], [2018, 60], [2019, 65], [2020, 50], [2021, 55], [2022, 95], [2023, 80], [2024, 70]]",0.0,650.0,0.1351220723984064,0.03980985633065182,/ʁɔ.me.o/,0.0,"[{""name"": ""romeo"", ""relative_frequency"": 0.09821753364859949}, {""name"": ""rom\u00e9o"", ""relative_frequency"": 0.9017824663514005}]"
romie,1180,"[[1990, 5], [1997, 5], [2000, 5], [2003, 5], [2004, 5], [2005, 5], [2006, 10], [2007, 10], [2008, 10], [2009, 15], [2010, 20], [2011, 20], [2012, 15], [2013, 30], [2014, 30], [2015, 40], [2016, 50], [2017, 65], [2018, 100], [2019, 145], [2020, 145], [2021, 145], [2022, 130], [2023, 85], [2024, 85]]",1.0,950.0,0.1974861058130555,0.034796763311236406,/ʁɔ.mi/,0.9957247557003257,"[{""name"": ""romie"", ""relative_frequency"": 0.04804560260586319}, {""name"": ""romy"", ""relative_frequency"": 0.9519543973941368}]"
romy,23380,"[[1958, 5], [1959, 5], [1960, 10], [1961, 10], [1962, 10], [1963, 5], [1964, 5], [1966, 5], [1967, 5], [1968, 5], [1969, 5], [1970, 15], [1971, 5], [1972, 5], [1973, 10], [1974, 15], [1975, 10], [1976, 25], [1977, 35], [1978, 25], [1979, 25], [1980, 40], [1981, 55], [1982, 70], [1983, 70], [1984, 75], [1985, 80], [1986, 75], [1987, 80], [1988, 65], [1989, 80], [1990, 75], [1991, 75], [1992, 75], [1993, 85], [1994, 65], [1995, 65], [1996, 65], [1997, 50], [1998, 65], [1999, 70], [2000, 105], [2001, 105], [2002, 100], [2003, 100], [2004, 110], [2005, 145], [2006, 135], [2007, 220], [2008, 305], [2009, 325], [2010, 430], [2011, 470], [2012, 470], [2013, 520], [2014, 630], [2015, 765], [2016, 890], [2017, 1110], [2018, 1500], [2019, 1785], [2020, 2205], [2021, 2450], [2022, 2415], [2023, 2205], [2024, 2265]]",0.9955089820359282,16825.0,3.497582874004904,0.6894477340819553,/ʁɔ.mi/,0.9957247557003257,"[{""name"": ""romie"", ""relative_frequency"": 0.04804560260586319}, {""name"": ""romy"", ""relative_frequency"": 0.9519543973941368}]"
roméo,12395,"[[1941, 5], [1942, 5], [1943, 5], [1944, 5], [1945, 10], [1948, 5], [1949, 5], [1950, 10], [1951, 10], [1952, 5], [1953, 15], [1954, 10], [1955, 10], [1956, 15], [1957, 10], [1958, 15], [1959, 25], [1960, 15], [1961, 25], [1962, 30], [1963, 20], [1964, 25], [1965, 15], [1966, 15], [1967, 15], [1968, 10], [1969, 20], [1970, 10], [1971, 15], [1972, 25], [1973, 50], [1974, 150], [1975, 145], [1976, 115], [1977, 85], [1978, 65], [1979, 50], [1980, 50], [1981, 60], [1982, 55], [1983, 45], [1984, 35], [1985, 30], [1986, 35], [1987, 30], [1988, 45], [1989, 35], [1990, 65], [1991, 45], [1992, 35], [1993, 45], [1994, 40], [1995, 50], [1996, 60], [1997, 65], [1998, 100], [1999, 120], [2000, 175], [2001, 145], [2002, 185], [2003, 245], [2004, 280], [2005, 320], [2006, 335], [2007, 360], [2008, 370], [2009, 335], [2010, 245], [2011, 250], [2012, 425], [2013, 485], [2014, 380], [2015, 420], [2016, 365], [2017, 395], [2018, 455], [2019, 595], [2020, 625], [2021, 725], [2022, 755], [2023, 685], [2024, 730]]",0.0,5330.0,1.1080009936669324,0.365513458680318,/ʁɔ.me.o/,0.0,"[{""name"": ""romeo"", ""relative_frequency"": 0.09821753364859949}, {""name"": ""rom\u00e9o"", ""relative_frequency"": 0.9017824663514005}]"
